# ecldata5.ecl
sha256: 3148f45faf78bd8211a956edcdc353be73d2781995d3dadd36bdca8132f8fe19
header: subroutines=90 timelines=1 data_end=0x0000b878

## timeline 0 [0x0000a674, 0x0000b878)
0x0000a674 t=   260 op=0x00 size=32 diff=0xff  spawn_enemy sub=2 pos=(192,-16) rest=[0x000002bc, 0xfffffffe, 0x000003e8]
0x000049f0 t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0000  define_transform index=1 kind=64 wait_for_clear=1 int_0=60 int_1=1 float_0=1.570796 float_1=1.1
0x00004a18 t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0000  define_transform index=2 kind=16384 wait_for_clear=0 int_0=2 int_1=7 float_0=-1 float_1=-1
0x00004a40 t=     0 op=0x0010 size=20 b08=0x00 diff=0xff pmask=0x0001  sub_float args=[0x461c8800(s=1176274944,f=10018), 0x3e3d3c19(s=1044200473,f=0.1847996)]
0x00004a54 t=     0 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8800(s=1176274944,f=10018)]
0x00004a64 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3e490fdb(s=1044975579,f=0.1963495)]
0x00004a78 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3e060a92(s=1040583314,f=0.1308997)]
0x00004a8c t=     0 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3e060a92(s=1040583314,f=0.1308997)]
0x00004aa0 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3e060a92(s=1040583314,f=0.1308997)]
0x00004ab4 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000002(s=2,f=2.802597e-45)]
0x00004ac8 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000005(s=5,f=7.006492e-45)]
0x00004adc t=     0 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000005(s=5,f=7.006492e-45)]
0x00004af0 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000009(s=9,f=1.261169e-44)]
0x00004b04 t=     0 op=0x0061 size=44 b08=0x00 diff=0xff pmask=0x00c4  fire mode=1 type=2 color=6 count=($i32(10007),1) speed=(3,0.8) angle=($f(10018),$f(10023)) flags=0x00006242
0x00004b30 t=     0 op=0x0033 size=28 b08=0x00 diff=0xff pmask=0x0001  jump_float_ge args=[0x461d0800(s=1176307712,f=10050), 0x42c00000(s=1119879168,f=96), 0x00000000(s=0,f=0), 0x00000048(s=72,f=1.008935e-43)]
0x00004b4c t=     0 op=0x0060 size=44 b08=0x00 diff=0xff pmask=0x0040  fire mode=0 type=3 color=6 count=(3,1) speed=(4,0.8) angle=($f(10018),0.09817477) flags=0x00000202
0x00004b78 t=     0 op=0x001e size=16 b08=0x00 diff=0xff pmask=0x0001  increment_int args=[0x00002734(s=10036,f=1.406343e-41)]
0x00004b88 t=     4 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0xfffffd6c(s=-660,f=nan)]
0x00004b9c t=     4 op=0x0035 size=12 b08=0x00 diff=0xff pmask=0x0000  return_subroutine args=[]
0x00004ba8 sub-footer

## sub 48 [0x00004bb4, 0x00004ca0)
0x00004bb4 t=     0 op=0x003b size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation_sequence_mode args=[0x0000000c(s=12,f=1.681558e-44)]
0x00004bc4 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000003(s=3,f=4.203895e-45)]
0x00004bd4 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000014(s=20,f=2.802597e-44)]
0x00004be4 t=     0 op=0x007f size=16 b08=0x00 diff=0xff pmask=0x0000  set_boss_slot args=[0x00000000(s=0,f=0)]
0x00004bf4 t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x42400000(s=1111490560,f=48), 0x42000000(s=1107296256,f=32)]
0x00004c08 t=     0 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x0000003c(s=60,f=8.407791e-44)]
0x00004c18 t=     0 op=0x0094 size=16 b08=0x00 diff=0xff pmask=0x0000  start_spell_phase args=[0x00000000(s=0,f=0)]
0x00004c28 t=     0 op=0x0086 size=20 b08=0x00 diff=0xff pmask=0x0000  set_timeout_phase_transition args=[0x0002bf20(s=180000,f=2.522337e-40), 0x0000003e(s=62,f=8.68805e-44)]
0x00004c3c t=     0 op=0x003f size=20 b08=0x00 diff=0xff pmask=0x0000  set_position args=[0xc2000000(s=-1040187392,f=-32), 0xc2000000(s=-1040187392,f=-32)]
0x00004c50 t=     0 op=0x0040 size=28 b08=0x00 diff=0xff pmask=0x0000  move_to args=[0x0000003c(s=60,f=8.407791e-44), 0x00000004(s=4,f=5.605194e-45), 0x43400000(s=1128267776,f=192), 0x43000000(s=1124073472,f=128)]
0x00004c6c t=     0 op=0x007e size=20 b08=0x00 diff=0xff pmask=0x0000  set_interrupt_slot args=[0x00000033(s=51,f=7.146622e-44), 0x00000001(s=1,f=1.401298e-45)]
0x00004c80 t=   100 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0x00000000(s=0,f=0)]
0x00004c94 sub-footer

## sub 49 [0x00004ca0, 0x00004d8c)
0x00004ca0 t=     0 op=0x003b size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation_sequence_mode args=[0x00000006(s=6,f=8.407791e-45)]
0x00004cb0 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000003(s=3,f=4.203895e-45)]
0x00004cc0 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000014(s=20,f=2.802597e-44)]
0x00004cd0 t=     0 op=0x007f size=16 b08=0x00 diff=0xff pmask=0x0000  set_boss_slot args=[0x00000001(s=1,f=1.401298e-45)]
0x00004ce0 t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x42400000(s=1111490560,f=48), 0x42000000(s=1107296256,f=32)]
0x00004cf4 t=     0 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x0000003c(s=60,f=8.407791e-44)]
0x00004d04 t=     0 op=0x0094 size=16 b08=0x00 diff=0xff pmask=0x0000  start_spell_phase args=[0x00000000(s=0,f=0)]
0x00004d14 t=     0 op=0x0086 size=20 b08=0x00 diff=0xff pmask=0x0000  set_timeout_phase_transition args=[0x0002bf20(s=180000,f=2.522337e-40), 0x0000003e(s=62,f=8.68805e-44)]
0x00004d28 t=     0 op=0x003f size=20 b08=0x00 diff=0xff pmask=0x0000  set_position args=[0xc2000000(s=-1040187392,f=-32), 0xc2000000(s=-1040187392,f=-32)]
0x00004d3c t=     0 op=0x0040 size=28 b08=0x00 diff=0xff pmask=0x0000  move_to args=[0x0000003c(s=60,f=8.407791e-44), 0x00000004(s=4,f=5.605194e-45), 0x43000000(s=1124073472,f=128), 0x43000000(s=1124073472,f=128)]
0x00004d58 t=     0 op=0x007e size=20 b08=0x00 diff=0xff pmask=0x0000  set_interrupt_slot args=[0x00000032(s=50,f=7.006492e-44), 0x00000001(s=1,f=1.401298e-45)]
0x00004d6c t=   100 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0x00000000(s=0,f=0)]
0x00004d80 sub-footer

## sub 50 [0x00004d8c, 0x00004dc0)
0x00004d8c t=     0 op=0x0040 size=28 b08=0x00 diff=0xff pmask=0x0000  move_to args=[0x0000003c(s=60,f=8.407791e-44), 0x00000000(s=0,f=0), 0x43000000(s=1124073472,f=128), 0xc2000000(s=-1040187392,f=-32)]
0x00004da8 t=    60 op=0x0001 size=12 b08=0x00 diff=0xff pmask=0x0000  terminate args=[]
0x00004db4 sub-footer

## sub 51 [0x00004dc0, 0x00004fe8)
0x00004dc0 t=     0 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000004(s=4,f=5.605194e-45)]
0x00004dd0 t=     0 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000003(s=3,f=4.203895e-45)]
0x00004de0 t=     0 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x00000078(s=120,f=1.681558e-43)]
0x00004df0 t=     0 op=0x007f size=16 b08=0x00 diff=0xff pmask=0x0000  set_boss_slot args=[0x00000000(s=0,f=0)]
0x00004e00 t=     0 op=0x0090 size=20 b08=0x00 diff=0xff pmask=0x0000  set_drop_counts args=[0x0000000a(s=10,f=1.401298e-44), 0x00000005(s=5,f=7.006492e-45)]
0x00004e14 t=     0 op=0x0083 size=16 b08=0x00 diff=0xff pmask=0x0000  set_health args=[0x00004650(s=18000,f=2.522337e-41)]
0x00004e24 t=     0 op=0x0094 size=16 b08=0x00 diff=0xff pmask=0x0000  start_spell_phase args=[0x00000002(s=2,f=2.802597e-45)]
0x00004e34 t=     0 op=0x0081 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_defeat_mode args=[0x00000002(s=2,f=2.802597e-45)]
0x00004e44 t=     0 op=0x0082 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_end_subroutine args=[0x00000035(s=53,f=7.426882e-44)]
0x00004e54 t=     0 op=0x0086 size=20 b08=0x00 diff=0xff pmask=0x0000  set_timeout_phase_transition args=[0x00000960(s=2400,f=3.363116e-42), 0x0000003e(s=62,f=8.68805e-44)]
0x00004e68 t=     0 op=0x0085 size=24 b08=0x00 diff=0xff pmask=0x0000  set_health_phase_transition args=[0x00000000(s=0,f=0), 0x00000898(s=2200,f=3.082857e-42), 0x0000003e(s=62,f=8.68805e-44)]
0x00004e80 t=     0 op=0x009e size=28 b08=0x00 diff=0xff pmask=0x0004  set_boss_health_segment args=[0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00002768(s=10088,f=1.41363e-41), 0x00ff8080(s=16744576,f=2.346415e-38)]
0x00004e9c t=     0 op=0x0080 size=32 b08=0x00 diff=0xff pmask=0x0000  spawn_enemy_effect args=[0x00000006(s=6,f=8.407791e-45), 0x3e99999a(s=1050253722,f=0.3), 0x3f333333(s=1060320051,f=0.7), 0x3e99999a(s=1050253722,f=0.3), 0x43000000(s=1124073472,f=128)]
0x00004ebc t=    10 op=0x0080 size=32 b08=0x00 diff=0xff pmask=0x0000  spawn_enemy_effect args=[0x00000006(s=6,f=8.407791e-45), 0xbe99999a(s=-1097229926,f=-0.3), 0x3f333333(s=1060320051,f=0.7), 0x3e99999a(s=1050253722,f=0.3), 0x43000000(s=1124073472,f=128)]
0x00004edc t=    20 op=0x0080 size=32 b08=0x00 diff=0xff pmask=0x0000  spawn_enemy_effect args=[0x00000006(s=6,f=8.407791e-45), 0x3e99999a(s=1050253722,f=0.3), 0x3f333333(s=1060320051,f=0.7), 0xbe99999a(s=-1097229926,f=-0.3), 0x43000000(s=1124073472,f=128)]
0x00004efc t=    30 op=0x0080 size=32 b08=0x00 diff=0xff pmask=0x0000  spawn_enemy_effect args=[0x00000006(s=6,f=8.407791e-45), 0xbe99999a(s=-1097229926,f=-0.3), 0xbf333333(s=-1087163597,f=-0.7), 0xbe99999a(s=-1097229926,f=-0.3), 0x42c00000(s=1119879168,f=96)]
0x00004f1c t=    40 op=0x0080 size=32 b08=0x00 diff=0xff pmask=0x0000  spawn_enemy_effect args=[0x00000006(s=6,f=8.407791e-45), 0x3e99999a(s=1050253722,f=0.3), 0xbf333333(s=-1087163597,f=-0.7), 0xbe99999a(s=-1097229926,f=-0.3), 0x42c00000(s=1119879168,f=96)]
0x00004f3c t=    50 op=0x0080 size=32 b08=0x00 diff=0xff pmask=0x0000  spawn_enemy_effect args=[0x00000006(s=6,f=8.407791e-45), 0xbe99999a(s=-1097229926,f=-0.3), 0xbf333333(s=-1087163597,f=-0.7), 0x3e99999a(s=1050253722,f=0.3), 0x42c00000(s=1119879168,f=96)]
0x00004f5c t=    60 op=0x004b size=28 b08=0x00 diff=0xff pmask=0x0000  set_movement_bounds args=[0x42000000(s=1107296256,f=32), 0x42400000(s=1111490560,f=48), 0x43b00000(s=1135607808,f=352), 0x43000000(s=1124073472,f=128)]
0x00004f78 t=    60 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000014(s=20,f=2.802597e-44)]
0x00004f8c t=    60 op=0x0034 size=16 b08=0x00 diff=0xff pmask=0x0000  call_subroutine args=[0x0000003d(s=61,f=8.547921e-44)]
0x00004f9c t=    90 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0x00000034(s=52,f=7.286752e-44)]
0x00004fb0 t=   290 op=0x0043 size=24 b08=0x00 diff=0xff pmask=0x0000  set_bounded_random_velocity args=[0x0000003c(s=60,f=8.407791e-44), 0x00000004(s=4,f=5.605194e-45), 0x3f800000(s=1065353216,f=1)]
0x00004fc8 t=   320 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x0000005a(s=90,f=1.261169e-43), 0xffffffe8(s=-24,f=nan)]
0x00004fdc sub-footer

## sub 52 [0x00004fe8, 0x00005180)
0x00004fe8 t=     0 op=0x0098 size=36 b08=0x00 diff=0xff pmask=0x0000  set_rank_interpolation args=[0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0)]
0x0000500c t=     0 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40c00000(s=1086324736,f=6)]
0x00005020 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x41000000(s=1090519040,f=8)]
0x00005034 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x4101999a(s=1090623898,f=8.1)]
0x00005048 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x41033333(s=1090728755,f=8.2)]
0x0000505c t=     0 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000030(s=48,f=6.726233e-44)]
0x00005070 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000040(s=64,f=8.96831e-44)]
0x00005084 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000046(s=70,f=9.809089e-44)]
0x00005098 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000050(s=80,f=1.121039e-43)]
0x000050ac t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0000  define_transform index=0 kind=64 wait_for_clear=0 int_0=60 int_1=1 float_0=0.1121997 float_1=1
0x000050d4 t=     0 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0054  fire mode=3 type=16 color=2 count=($i32(10000),1) speed=($f(10016),0.5) angle=($f(10082),0.2617994) flags=0x00000242
0x00005100 t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0000  define_transform index=0 kind=64 wait_for_clear=0 int_0=60 int_1=1 float_0=-0.1121997 float_1=1
0x00005128 t=    26 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0054  fire mode=3 type=16 color=4 count=($i32(10000),1) speed=($f(10016),0.5) angle=($f(10082),0.2617994) flags=0x00000242
0x00005154 t=    44 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0xffffff58(s=-168,f=nan)]
0x00005168 t=    44 op=0x0035 size=12 b08=0x00 diff=0xff pmask=0x0000  return_subroutine args=[]
0x00005174 sub-footer

## sub 53 [0x00005180, 0x00005440)
0x00005180 t=     0 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000004(s=4,f=5.605194e-45)]
0x00005190 t=     0 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000003(s=3,f=4.203895e-45)]
0x000051a0 t=     0 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x000000a0(s=160,f=2.242078e-43)]
0x000051b0 t=     0 op=0x0089 size=20 b08=0x00 diff=0xff pmask=0x0000  set_enemy_callback args=[0xffffffff(s=-1,f=nan), 0x00000000(s=0,f=0)]
0x000051c4 t=     0 op=0x007b size=12 b08=0x00 diff=0xff pmask=0x0000  finish_spell_card args=[]
0x000051d0 t=     0 op=0x007f size=16 b08=0x00 diff=0xff pmask=0x0000  set_boss_slot args=[0x00000000(s=0,f=0)]
0x000051e0 t=     0 op=0x0090 size=20 b08=0x00 diff=0xff pmask=0x0000  set_drop_counts args=[0x0000000a(s=10,f=1.401298e-44), 0x00000005(s=5,f=7.006492e-45)]
0x000051f4 t=     0 op=0x0083 size=16 b08=0x00 diff=0xff pmask=0x0000  set_health args=[0x00004650(s=18000,f=2.522337e-41)]
0x00005204 t=     0 op=0x0094 size=16 b08=0x00 diff=0xff pmask=0x0000  start_spell_phase args=[0x00000001(s=1,f=1.401298e-45)]
0x00005214 t=     0 op=0x004b size=28 b08=0x00 diff=0xff pmask=0x0000  set_movement_bounds args=[0x42000000(s=1107296256,f=32), 0x42400000(s=1111490560,f=48), 0x43b00000(s=1135607808,f=352), 0x43000000(s=1124073472,f=128)]
0x00005230 t=     0 op=0x0081 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_defeat_mode args=[0x00000002(s=2,f=2.802597e-45)]
0x00005240 t=     0 op=0x0082 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_end_subroutine args=[0x00000038(s=56,f=7.847271e-44)]
0x00005250 t=     0 op=0x0086 size=20 b08=0x00 diff=0xff pmask=0x0000  set_timeout_phase_transition args=[0x00000bb8(s=3000,f=4.203895e-42), 0x00000042(s=66,f=9.24857e-44)]
0x00005264 t=     0 op=0x0085 size=24 b08=0x00 diff=0xff pmask=0x0000  set_health_phase_transition args=[0x00000000(s=0,f=0), 0x00000898(s=2200,f=3.082857e-42), 0x00000042(s=66,f=9.24857e-44)]
0x0000527c t=     0 op=0x009e size=28 b08=0x00 diff=0xff pmask=0x0004  set_boss_health_segment args=[0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00002768(s=10088,f=1.41363e-41), 0x00ff8080(s=16744576,f=2.346415e-38)]
0x00005298 t=     0 op=0x0040 size=28 b08=0x00 diff=0xff pmask=0x0000  move_to args=[0x0000003c(s=60,f=8.407791e-44), 0x00000004(s=4,f=5.605194e-45), 0x43400000(s=1128267776,f=192), 0x42e00000(s=1121976320,f=112)]
0x000052b4 t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000014(s=20,f=2.802597e-44)]
0x000052c8 t=     0 op=0x0034 size=16 b08=0x00 diff=0xff pmask=0x0000  call_subroutine args=[0x0000003d(s=61,f=8.547921e-44)]
0x000052d8 t=    70 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x3f490fdb(s=1061752795,f=0.7853982)]
0x000052ec t=    70 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3dc90fdb(s=1036586971,f=0.09817477)]
0x00005300 t=    70 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000037(s=55,f=7.707142e-44), 0x42600000(s=1113587712,f=56), 0x42600000(s=1113587712,f=56), 0x00000bb8(s=3000,f=4.203895e-42), 0x00000001(s=1,f=1.401298e-45), 0x000186a0(s=100000,f=1.401298e-40)]
0x00005324 t=    70 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x4016cbe4(s=1075235812,f=2.356194)]
0x00005338 t=    70 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0xbdc90fdb(s=-1110896677,f=-0.09817477)]
0x0000534c t=    70 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000037(s=55,f=7.707142e-44), 0xc2600000(s=-1033895936,f=-56), 0x42600000(s=1113587712,f=56), 0x00000bb8(s=3000,f=4.203895e-42), 0x00000001(s=1,f=1.401298e-45), 0x000186a0(s=100000,f=1.401298e-40)]
0x00005370 t=    70 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x3fc90fdb(s=1070141403,f=1.570796)]
0x00005384 t=    70 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0xbdc90fdb(s=-1110896677,f=-0.09817477)]
0x00005398 t=    70 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000037(s=55,f=7.707142e-44), 0x42600000(s=1113587712,f=56), 0xc2600000(s=-1033895936,f=-56), 0x00001f40(s=8000,f=1.121039e-41), 0x00000001(s=1,f=1.401298e-45), 0x000186a0(s=100000,f=1.401298e-40)]
0x000053bc t=    70 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x3fc90fdb(s=1070141403,f=1.570796)]
0x000053d0 t=    70 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3dc90fdb(s=1036586971,f=0.09817477)]
0x000053e4 t=    70 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000037(s=55,f=7.707142e-44), 0xc2600000(s=-1033895936,f=-56), 0xc2600000(s=-1033895936,f=-56), 0x00001f40(s=8000,f=1.121039e-41), 0x00000001(s=1,f=1.401298e-45), 0x000186a0(s=100000,f=1.401298e-40)]
0x00005408 t=   270 op=0x0043 size=24 b08=0x00 diff=0xff pmask=0x0000  set_bounded_random_velocity args=[0x0000003c(s=60,f=8.407791e-44), 0x00000004(s=4,f=5.605194e-45), 0x3f800000(s=1065353216,f=1)]
0x00005420 t=   300 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000046(s=70,f=9.809089e-44), 0xffffffe8(s=-24,f=nan)]
0x00005434 sub-footer

## sub 54 [0x00005440, 0x00005620)
0x00005440 t=     0 op=0x0098 size=36 b08=0x00 diff=0xff pmask=0x0000  set_rank_interpolation args=[0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0)]
0x00005464 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000001(s=1,f=1.401298e-45)]
0x00005478 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000002(s=2,f=2.802597e-45)]
0x0000548c t=     0 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000003(s=3,f=4.203895e-45)]
0x000054a0 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000004(s=4,f=5.605194e-45)]
0x000054b4 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x40c00000(s=1086324736,f=6)]
0x000054c8 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x40e00000(s=1088421888,f=7)]
0x000054dc t=     0 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x40e9999a(s=1089051034,f=7.3)]
0x000054f0 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x40f33333(s=1089680179,f=7.6)]
0x00005504 t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0000  define_transform index=0 kind=64 wait_for_clear=0 int_0=55 int_1=1 float_0=0.1745329 float_1=1
0x0000552c t=     0 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0054  fire mode=3 type=16 color=2 count=($i32(10007),1) speed=($f(10023),0.5) angle=($f(10016),0.2617994) flags=0x00000242
0x00005558 t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0000  define_transform index=0 kind=64 wait_for_clear=0 int_0=55 int_1=1 float_0=-0.1745329 float_1=1
0x00005580 t=     0 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0003  add_float args=[0x461c8000(s=1176272896,f=10016), 0x461c8400(s=1176273920,f=10017)]
0x00005594 t=     0 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x000055a4 t=     2 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0054  fire mode=3 type=16 color=4 count=($i32(10007),1) speed=($f(10023),0.5) angle=($f(10016),0.2617994) flags=0x00000242
0x000055d0 t=     2 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0003  add_float args=[0x461c8000(s=1176272896,f=10016), 0x461c8400(s=1176273920,f=10017)]
0x000055e4 t=     2 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x000055f4 t=     4 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0xffffff10(s=-240,f=nan)]
0x00005608 t=     4 op=0x0035 size=12 b08=0x00 diff=0xff pmask=0x0000  return_subroutine args=[]
0x00005614 sub-footer

## sub 55 [0x00005620, 0x000056b0)
0x00005620 t=     0 op=0x0036 size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation args=[0x00000035(s=53,f=7.426882e-44)]
